ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Shopping_Channel,Total_Order,Product_Type,Amount_Spent
247,1971,Graduation,Married,36715.0,1,0,17-11-2012,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,Store,13,MntWines,172
8707,1956,Graduation,Married,79456.0,0,0,22-08-2012,12,1,5,6,4,3,0,0,0,0,0,0,3,11,1,Store,15,MntWines,565
9523,1982,Graduation,Together,40479.0,1,0,17-08-2013,95,1,0,0,3,4,0,0,0,0,0,0,3,11,0,Store,3,MntWines,5
6072,1970,Master,Single,75345.0,0,0,02-02-2013,16,1,5,8,6,3,0,0,0,1,0,0,3,11,1,Store,19,MntWines,918
6295,1977,Graduation,Married,54233.0,0,1,04-02-2013,46,4,11,6,5,8,0,0,0,0,0,0,3,11,0,Store,22,MntWines,652
10914,1970,Graduation,Single,24163.0,1,1,12-10-2013,3,2,1,0,3,4,0,0,0,0,0,0,3,11,0,Store,4,MntWines,4
1509,1958,PhD,Together,84460.0,0,0,04-01-2013,80,0,9,9,4,5,0,1,1,1,1,0,3,11,1,Store,22,MntWines,152
5577,1983,Graduation,Together,43776.0,1,0,03-05-2014,77,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Store,3,MntWines,8
7348,1958,PhD,Single,71691.0,0,0,17-03-2014,0,1,4,7,5,2,0,0,0,0,0,0,3,11,1,Store,16,MntWines,336
1127,1973,PhD,Married,85844.0,0,0,29-05-2014,62,1,6,6,7,2,0,0,1,0,0,0,3,11,0,Store,19,MntWines,938
1833,1974,PhD,Single,39190.0,1,0,26-04-2014,91,2,2,1,4,5,0,0,0,0,0,0,3,11,0,Store,7,MntWines,68
4944,1959,Graduation,Together,71367.0,0,0,23-08-2013,24,1,4,5,7,2,0,0,0,0,0,0,3,11,0,Store,16,MntWines,227
9080,1972,PhD,Single,38578.0,1,1,22-06-2013,2,3,3,0,3,8,0,0,0,0,0,0,3,11,0,Store,6,MntWines,38
6466,1965,PhD,Married,57236.0,1,1,12-03-2014,22,3,2,1,4,3,0,0,0,0,0,0,3,11,0,Store,7,MntWines,105
9964,1979,Graduation,Single,61825.0,0,1,07-08-2013,56,1,4,2,8,4,0,0,0,0,0,0,3,11,0,Store,14,MntWines,162
4790,1958,Graduation,Divorced,79803.0,0,1,02-06-2014,54,1,4,3,5,1,0,0,0,0,0,0,3,11,0,Store,12,MntWines,574
10245,1986,2n Cycle,Single,80910.0,0,0,31-10-2012,71,1,3,3,8,1,0,0,0,0,0,0,3,11,0,Store,14,MntWines,160
1109,1982,Master,Together,27590.0,1,0,23-04-2013,38,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Store,3,MntWines,6
6001,1979,Graduation,Married,56775.0,0,1,02-01-2013,62,2,5,8,10,5,0,0,0,0,0,0,3,11,0,Store,23,MntWines,614
5538,1975,Graduation,Divorced,83829.0,0,0,08-10-2013,78,0,4,7,6,1,1,0,1,1,0,0,3,11,1,Store,17,MntWines,897
10552,1979,2n Cycle,Married,54210.0,0,1,20-05-2013,18,2,4,1,7,5,0,0,0,0,0,0,3,11,0,Store,12,MntWines,70
1545,1986,Graduation,Married,38508.0,1,0,02-08-2013,95,6,7,2,5,8,0,0,0,0,0,0,3,11,0,Store,14,MntWines,120
7409,1970,Graduation,Together,53187.0,1,0,26-10-2013,66,2,4,1,6,5,0,0,0,0,0,0,3,11,0,Store,11,MntWines,211
4444,1972,Graduation,Married,30023.0,1,0,24-03-2014,28,1,2,0,3,8,0,0,0,0,0,0,3,11,0,Store,5,MntWines,11
146,1960,PhD,Single,76045.0,0,0,15-11-2013,78,1,4,5,11,2,0,0,0,1,0,0,3,11,0,Store,20,MntWines,760
6271,1952,PhD,Married,50870.0,0,1,19-06-2014,13,1,2,0,3,5,0,0,0,0,0,0,3,11,0,Store,5,MntWines,53
10065,1970,2n Cycle,Married,15315.0,0,0,03-08-2013,27,2,2,0,4,5,0,0,0,0,0,0,3,11,0,Store,6,MntWines,7
4741,1974,2n Cycle,Married,65463.0,1,0,30-01-2014,17,2,6,2,9,5,0,1,0,0,0,0,3,11,0,Store,17,MntWines,391
246,1965,Graduation,Married,66480.0,1,1,31-05-2014,71,7,4,1,7,4,0,0,0,0,0,0,3,11,0,Store,12,MntWines,199
375,1954,Graduation,Divorced,76773.0,0,0,25-02-2013,79,1,2,2,11,1,0,0,0,0,0,0,3,11,0,Store,15,MntWines,516
1524,1983,2n Cycle,Single,81698.0,0,0,01-03-2013,1,1,8,2,5,5,0,0,0,1,0,0,3,11,1,Store,15,MntWines,709
10022,1973,PhD,Single,54466.0,1,1,09-02-2014,78,1,1,0,2,5,0,0,0,0,0,0,3,11,0,Store,3,MntWines,12
7451,1960,Master,Single,98777.0,0,0,17-02-2014,23,0,4,6,9,1,0,1,0,0,0,0,3,11,0,Store,19,MntWines,1000
11010,1984,PhD,Single,16269.0,1,0,30-08-2013,75,3,3,0,3,8,0,0,0,0,0,0,3,11,0,Store,6,MntWines,19
4356,1971,Graduation,Together,71819.0,0,1,28-08-2013,70,3,3,3,5,6,0,1,1,0,0,0,3,11,0,Store,11,MntWines,1224
3885,1983,PhD,Married,33569.0,1,0,16-10-2013,10,1,1,1,2,8,1,0,0,0,0,0,3,11,1,Store,4,MntWines,16
1175,1983,Master,Married,36262.0,0,0,20-09-2013,24,1,3,5,3,6,1,0,0,0,0,0,3,11,1,Store,11,MntWines,88
880,1966,Basic,Together,22634.0,0,0,16-01-2013,47,1,2,1,2,8,0,0,0,0,0,0,3,11,0,Store,5,MntWines,2
2320,1978,2n Cycle,Married,47025.0,0,1,12-09-2013,98,5,11,1,6,9,0,0,0,0,0,0,3,11,0,Store,18,MntWines,508
850,1968,Graduation,Single,70566.0,0,1,06-10-2013,4,2,6,5,9,3,0,0,0,0,0,0,3,11,0,Store,20,MntWines,381
4713,1979,PhD,Married,31605.0,1,0,22-11-2012,15,2,2,1,4,7,0,0,0,0,0,0,3,11,0,Store,7,MntWines,74
675,1973,Master,Divorced,52034.0,1,1,17-05-2013,67,5,4,2,5,7,0,0,0,0,0,0,3,11,0,Store,11,MntWines,146
5025,1979,Graduation,Single,48526.0,1,0,24-12-2013,32,1,2,1,4,3,0,0,0,0,0,0,3,11,0,Store,7,MntWines,23
2308,1954,Graduation,Married,46734.0,0,1,18-11-2012,40,2,6,1,5,7,0,0,0,0,0,0,3,11,0,Store,12,MntWines,110
5995,1962,Graduation,Divorced,39552.0,1,1,18-12-2012,54,7,6,2,5,8,0,0,0,0,0,0,3,11,1,Store,13,MntWines,165
6749,1966,Graduation,Single,86358.0,1,1,08-08-2012,78,4,5,3,6,8,0,0,0,0,0,0,3,11,0,Store,14,MntWines,957
1010,1977,Graduation,Together,46931.0,2,1,24-04-2014,94,2,1,1,3,3,0,0,0,0,0,0,3,11,0,Store,5,MntWines,41
8977,1985,Basic,Single,16581.0,0,0,12-01-2013,51,1,0,0,3,4,0,0,0,0,0,0,3,11,0,Store,3,MntWines,1
4756,1952,2n Cycle,Divorced,63998.0,0,0,20-12-2013,42,1,7,6,11,4,0,0,0,0,0,0,3,11,1,Store,24,MntWines,176
3412,1951,Master,Married,67381.0,0,1,15-01-2013,67,4,2,2,9,7,0,1,0,0,0,0,3,11,0,Store,13,MntWines,815
606,1967,Graduation,Single,25930.0,1,1,10-10-2013,87,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Store,3,MntWines,6
5961,1978,Graduation,Married,42693.0,1,0,07-06-2014,29,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Store,4,MntWines,8
2975,1976,Graduation,Together,85606.0,0,1,12-11-2012,89,2,6,7,9,3,0,0,0,1,0,0,3,11,0,Store,22,MntWines,717
2894,1985,Graduation,Single,72903.0,0,0,29-10-2013,74,1,7,5,8,4,0,1,1,1,0,0,3,11,1,Store,20,MntWines,1067
7613,1974,2n Cycle,Together,49669.0,1,0,24-05-2014,97,2,5,1,6,6,0,0,0,0,0,0,3,11,0,Store,12,MntWines,166
10542,1968,PhD,Married,36778.0,1,1,05-08-2012,63,3,3,0,3,9,0,0,0,0,0,0,3,11,0,Store,6,MntWines,29
8015,1962,PhD,Divorced,85696.0,0,0,03-05-2013,88,1,4,6,9,1,0,0,0,0,0,0,3,11,1,Store,19,MntWines,714
10617,1989,Master,Divorced,10979.0,0,0,22-05-2014,34,2,3,0,3,5,0,0,0,0,0,0,3,11,0,Store,6,MntWines,8
11166,1961,Graduation,Married,49678.0,0,1,02-02-2013,81,2,6,2,4,7,0,0,0,0,0,0,3,11,0,Store,12,MntWines,229
849,1953,Master,Together,56129.0,0,1,20-06-2013,65,4,6,2,10,4,0,0,0,0,0,0,3,11,0,Store,18,MntWines,320
523,1989,Graduation,Married,37155.0,1,0,31-01-2013,51,1,2,0,4,5,0,0,0,0,0,0,3,11,0,Store,6,MntWines,23
4066,1978,2n Cycle,Divorced,21282.0,1,0,11-05-2014,76,2,2,1,2,6,0,0,0,0,0,0,3,11,0,Store,5,MntWines,1
8414,1962,PhD,Single,33419.0,0,1,17-08-2013,76,2,2,0,4,7,0,0,0,0,0,0,3,11,0,Store,6,MntWines,56
819,1945,Graduation,Widow,63285.0,0,0,05-11-2013,84,1,6,5,13,3,0,0,0,0,0,0,3,11,0,Store,24,MntWines,508
4961,1974,Master,Together,21255.0,1,0,21-01-2014,56,4,2,1,4,4,0,0,0,0,0,0,3,11,0,Store,7,MntWines,29
749,1981,Graduation,Together,42162.0,1,0,19-11-2013,31,2,3,1,3,6,1,0,0,0,0,0,3,11,1,Store,7,MntWines,46
5430,1956,Graduation,Together,54450.0,1,1,14-09-2012,0,12,9,2,8,8,0,0,0,0,0,0,3,11,0,Store,19,MntWines,454
7755,1954,PhD,Married,57744.0,0,1,12-11-2013,91,2,9,1,4,8,0,0,0,0,0,0,3,11,0,Store,14,MntWines,350
10525,1986,Graduation,Single,26576.0,1,0,13-10-2012,40,1,1,0,2,9,1,0,0,0,0,0,3,11,1,Store,3,MntWines,10
1453,1943,PhD,Widow,57513.0,0,0,06-07-2013,59,2,9,3,13,6,0,0,0,0,0,0,3,11,0,Store,25,MntWines,735
8310,1964,Graduation,Together,68142.0,0,1,29-08-2012,96,3,10,4,7,6,0,0,0,0,0,0,3,11,0,Store,21,MntWines,897
10710,1979,Graduation,Married,7500.0,0,1,29-08-2012,61,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Store,3,MntWines,5
5031,1974,Graduation,Together,83145.0,0,0,22-09-2012,14,1,5,9,11,2,0,0,1,0,0,0,3,11,1,Store,25,MntWines,777
2613,1960,Master,Married,54197.0,0,1,03-04-2014,16,2,1,3,6,1,0,0,0,0,0,0,3,11,0,Store,10,MntWines,162
213,1963,PhD,Single,23091.0,1,1,28-05-2014,98,4,2,1,3,7,0,0,0,0,0,0,3,11,0,Store,6,MntWines,35
967,1976,Graduation,Married,46049.0,1,1,21-07-2013,11,10,5,2,9,7,0,0,0,0,0,0,3,11,1,Store,16,MntWines,342
1077,1974,Graduation,Together,56715.0,0,0,05-12-2012,52,1,7,3,4,4,0,0,0,0,0,0,3,11,0,Store,14,MntWines,258
7959,1961,Graduation,Married,79410.0,0,0,29-05-2014,19,1,3,2,5,1,0,0,0,0,0,0,3,11,0,Store,10,MntWines,658
640,1951,Graduation,Married,57304.0,0,1,11-03-2013,61,2,7,6,10,5,0,0,0,0,0,0,3,11,0,Store,23,MntWines,356
4252,1965,Graduation,Married,44375.0,0,1,23-03-2014,73,1,4,1,6,5,0,0,0,0,0,0,3,11,0,Store,11,MntWines,213
8432,1956,Graduation,Together,54450.0,1,1,14-09-2012,0,12,9,2,8,8,0,0,0,0,0,0,3,11,0,Store,19,MntWines,454
6218,1965,Graduation,Married,59594.0,0,1,20-10-2012,74,1,8,1,7,7,0,1,0,0,0,0,3,11,0,Store,16,MntWines,457
6905,1994,Graduation,Together,80685.0,0,0,22-08-2012,55,1,6,4,10,2,0,0,0,0,0,0,3,11,0,Store,20,MntWines,241
5922,1974,PhD,Married,40344.0,0,1,13-10-2013,48,2,4,1,5,7,0,0,0,0,0,0,3,11,0,Store,10,MntWines,210
3598,1972,Graduation,Married,62710.0,0,1,23-05-2013,53,4,4,2,12,4,0,0,0,0,0,0,3,11,0,Store,18,MntWines,441
6116,1968,2n Cycle,Married,48985.0,0,1,05-07-2013,13,1,1,1,3,3,0,0,0,0,0,0,3,11,0,Store,5,MntWines,19
6263,1968,Graduation,Together,35322.0,1,2,22-08-2012,34,3,2,0,4,8,0,0,0,0,0,0,3,11,0,Store,6,MntWines,28
10486,1948,Graduation,Married,77142.0,0,0,29-05-2013,54,1,4,4,8,2,0,0,0,0,0,0,3,11,0,Store,16,MntWines,476
2410,1969,Graduation,Single,81657.0,0,0,22-01-2014,69,1,3,4,8,1,0,0,0,0,0,0,3,11,0,Store,15,MntWines,364
193,1996,Basic,Married,14421.0,0,0,17-02-2014,81,1,1,0,2,5,1,0,0,0,0,0,3,11,0,Store,3,MntWines,0
3363,1974,2n Cycle,Married,20130.0,0,0,17-03-2014,99,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Store,4,MntWines,0
8278,1990,PhD,Married,74214.0,0,0,26-08-2012,3,1,8,2,5,5,0,0,0,0,0,0,3,11,0,Store,15,MntWines,863
10660,1957,Master,Married,66726.0,1,1,12-01-2014,61,3,8,2,4,7,0,1,0,0,0,0,3,11,0,Store,14,MntWines,349
8686,1979,Basic,Together,23724.0,1,0,08-01-2013,65,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Store,5,MntWines,5
1604,1960,Master,Married,47353.0,0,1,13-11-2013,93,3,2,2,6,5,0,0,0,0,0,0,3,11,0,Store,10,MntWines,184
5907,1952,Master,Married,33444.0,1,1,03-11-2012,24,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Store,3,MntWines,8
10669,1981,Graduation,Married,54386.0,0,1,17-05-2013,8,2,3,2,10,3,0,0,0,0,0,0,3,11,0,Store,15,MntWines,277
2918,1981,Graduation,Divorced,28510.0,1,1,13-04-2013,72,3,2,0,4,5,0,0,0,0,0,0,3,11,0,Store,6,MntWines,44
5735,1991,Master,Single,90638.0,0,0,13-02-2014,29,1,3,4,10,1,0,0,1,0,0,0,3,11,0,Store,17,MntWines,1156
359,1950,Graduation,Together,48070.0,0,1,13-01-2013,33,3,8,2,6,7,0,0,0,0,0,1,3,11,0,Store,16,MntWines,373
8387,1957,Graduation,Married,43140.0,0,1,05-01-2013,68,1,4,1,5,6,0,0,0,0,0,0,3,11,0,Store,10,MntWines,134
1829,1961,PhD,Divorced,54959.0,0,1,19-01-2013,55,3,9,5,4,7,0,1,0,0,0,0,3,11,1,Store,18,MntWines,1148
3839,1958,Basic,Single,15056.0,1,1,03-05-2013,76,5,2,2,3,5,0,0,0,0,0,0,3,11,0,Store,7,MntWines,6
9392,1971,Graduation,Single,26954.0,1,0,08-05-2014,17,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Store,3,MntWines,4
2292,1985,Graduation,Single,22327.0,1,0,02-08-2013,94,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Store,4,MntWines,5
10466,1965,Graduation,Married,44393.0,1,1,22-08-2013,86,2,1,0,4,4,0,0,0,0,0,0,3,11,0,Store,5,MntWines,24
9855,1952,PhD,Single,62000.0,0,1,25-08-2013,25,1,6,6,13,4,0,0,0,1,0,0,3,11,0,Store,25,MntWines,899
4088,1962,PhD,Together,31497.0,0,1,06-12-2012,22,2,3,1,4,8,0,0,0,0,0,0,3,11,0,Store,8,MntWines,108
5231,1974,2n Cycle,Married,45894.0,0,2,27-02-2014,15,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Store,4,MntWines,27
590,1970,Master,Divorced,78579.0,0,0,22-12-2012,35,1,5,6,4,3,0,0,0,0,0,0,3,11,1,Store,15,MntWines,816
8732,1969,Master,Widow,67369.0,0,1,17-11-2012,81,4,7,4,10,4,0,1,1,0,0,0,3,11,1,Store,21,MntWines,1298
2315,1960,Graduation,Divorced,58401.0,0,1,20-04-2014,55,1,1,2,2,4,0,0,0,0,0,0,3,11,0,Store,5,MntWines,10
3515,1952,Graduation,Single,62307.0,0,1,17-02-2014,94,1,4,0,4,5,0,0,0,0,0,0,3,11,0,Store,8,MntWines,87
2245,1969,Master,Married,43641.0,1,1,22-04-2013,50,3,2,1,4,6,0,0,0,0,0,0,3,11,0,Store,7,MntWines,57
6283,1968,Master,Divorced,63841.0,0,1,21-04-2013,64,1,9,3,9,6,0,0,0,0,0,0,3,11,0,Store,21,MntWines,635
2246,1965,2n Cycle,Married,46891.0,0,1,01-09-2013,91,1,2,1,4,4,0,0,0,0,0,0,3,11,0,Store,7,MntWines,43
6606,1969,Master,Married,70091.0,1,0,31-03-2013,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,Store,17,MntWines,964
5545,1972,PhD,Married,78075.0,0,0,05-04-2014,72,1,3,5,5,1,0,0,0,0,0,0,3,11,0,Store,13,MntWines,572
7342,1961,2n Cycle,Widow,59184.0,0,1,09-09-2012,6,3,6,6,12,5,0,0,0,0,0,0,3,11,0,Store,24,MntWines,341
837,1977,Graduation,Married,54809.0,1,1,11-09-2013,0,4,2,1,5,4,0,0,0,0,0,0,3,11,0,Store,8,MntWines,63
9500,1959,Graduation,Married,58113.0,0,1,25-01-2013,66,3,9,2,8,7,0,0,0,0,0,1,3,11,0,Store,19,MntWines,221
3602,1958,Master,Married,51412.0,0,1,31-12-2013,42,2,3,2,4,4,0,0,0,0,0,0,3,11,0,Store,9,MntWines,140
234,1979,Graduation,Divorced,15287.0,1,0,10-10-2012,60,2,1,1,2,7,1,0,0,0,0,0,3,11,1,Store,4,MntWines,1
2995,1957,Master,Together,66636.0,0,0,17-08-2013,64,1,3,4,9,1,0,0,0,0,0,0,3,11,0,Store,16,MntWines,291
1118,1956,Master,Married,50965.0,0,1,20-02-2013,87,3,10,4,5,8,1,0,0,0,0,0,3,11,0,Store,19,MntWines,544
7789,1965,PhD,Married,84618.0,0,0,22-11-2013,96,1,6,9,10,2,0,0,1,0,0,0,3,11,0,Store,25,MntWines,684
3068,1990,Graduation,Married,18351.0,0,0,29-10-2013,1,1,2,0,3,7,0,0,0,0,0,0,3,11,0,Store,5,MntWines,1
8955,1957,PhD,Together,40451.0,0,2,16-02-2014,54,1,1,1,2,5,1,0,0,0,0,0,3,11,0,Store,4,MntWines,35
945,1965,Graduation,Together,36317.0,0,1,22-05-2013,53,2,3,0,4,7,0,0,0,0,0,0,3,11,0,Store,7,MntWines,87
5644,1957,Graduation,Together,42213.0,0,1,12-10-2013,96,2,5,1,7,7,0,1,0,0,0,0,3,11,0,Store,13,MntWines,309
7192,1955,Graduation,Together,65748.0,0,1,15-04-2013,58,2,2,4,10,1,0,0,0,0,0,1,3,11,0,Store,16,MntWines,172
2324,1972,Graduation,Together,77044.0,0,1,27-10-2013,12,2,7,11,11,4,1,0,0,0,0,0,3,11,0,Store,29,MntWines,625
697,1969,Graduation,Together,74918.0,0,0,12-03-2013,78,1,5,9,6,3,0,0,1,0,0,0,3,11,0,Store,20,MntWines,972
3439,1972,Graduation,Married,56721.0,1,1,31-10-2012,64,5,4,1,5,6,0,0,0,0,0,0,3,11,0,Store,10,MntWines,157
1506,1975,Graduation,Single,42160.0,1,1,28-06-2013,26,4,2,1,4,6,0,0,0,0,0,0,3,11,1,Store,7,MntWines,48
232,1965,Graduation,Single,61559.0,0,1,17-07-2013,8,1,4,2,10,3,0,0,0,0,0,0,3,11,0,Store,16,MntWines,279
8876,1963,PhD,Together,33629.0,1,1,08-08-2012,49,5,3,1,4,9,0,0,0,0,0,0,3,11,0,Store,8,MntWines,132
4500,1991,PhD,Together,68682.0,0,0,06-10-2013,56,1,4,9,10,2,0,0,0,0,0,0,3,11,0,Store,23,MntWines,919
9739,1963,Graduation,Single,34377.0,0,1,19-01-2013,55,2,2,2,2,7,0,0,0,0,0,0,3,11,0,Store,6,MntWines,62
10395,1986,Basic,Single,8940.0,1,0,22-08-2012,25,3,3,1,3,8,0,0,0,0,0,0,3,11,0,Store,7,MntWines,1
1176,1973,Graduation,Married,26228.0,1,0,22-09-2013,50,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Store,3,MntWines,2
1627,1957,2n Cycle,Divorced,77297.0,0,0,26-01-2013,84,1,5,7,9,4,0,0,0,1,0,0,3,11,0,Store,21,MntWines,408
938,1981,Graduation,Married,40211.0,1,1,30-07-2013,30,2,2,1,2,8,1,0,0,0,0,0,3,11,0,Store,5,MntWines,51
2740,1958,PhD,Widow,33438.0,1,1,22-09-2013,81,4,2,1,4,5,0,0,0,0,0,0,3,11,0,Store,7,MntWines,62
257,1959,PhD,Married,75032.0,0,1,28-04-2013,74,2,5,4,9,3,0,0,0,0,0,0,3,11,0,Store,18,MntWines,952
4058,1955,PhD,Single,61284.0,0,0,12-10-2013,76,1,11,2,8,6,0,1,0,0,0,0,3,11,0,Store,21,MntWines,618
7736,1986,Graduation,Married,22518.0,1,0,22-10-2012,36,2,2,1,2,5,1,0,0,0,0,0,3,11,1,Store,5,MntWines,11
8210,1975,Master,Married,54730.0,0,1,15-08-2013,64,5,4,1,8,4,0,0,0,0,0,0,3,11,0,Store,13,MntWines,318
833,1955,Master,Married,38452.0,1,1,30-03-2014,62,3,3,0,3,7,0,0,0,0,0,0,3,11,0,Store,6,MntWines,56
6230,1971,Graduation,Divorced,44421.0,1,1,15-02-2013,53,5,5,0,4,8,0,0,0,0,0,0,3,11,0,Store,9,MntWines,110
7325,1986,PhD,Together,38197.0,1,0,29-06-2013,86,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Store,4,MntWines,23
1307,1978,Graduation,Divorced,41986.0,0,1,09-02-2014,15,3,3,0,4,4,0,0,0,0,0,0,3,11,0,Store,7,MntWines,27
1502,1983,Graduation,Together,28427.0,1,0,21-03-2013,67,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Store,5,MntWines,18
6211,1976,PhD,Together,37395.0,1,0,02-05-2014,47,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Store,4,MntWines,18
843,1971,Graduation,Married,64722.0,1,0,26-05-2014,47,4,8,2,11,6,0,0,0,0,0,0,3,11,0,Store,21,MntWines,303
4174,1956,Master,Together,55249.0,0,1,17-04-2014,81,1,2,1,4,3,0,0,0,0,0,0,3,11,0,Store,7,MntWines,97
9757,1972,Graduation,Together,84906.0,0,0,04-10-2013,98,1,5,6,12,2,0,1,1,0,1,0,3,11,0,Store,23,MntWines,997
6918,1989,Graduation,Married,28691.0,1,0,04-07-2013,56,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Store,4,MntWines,5
286,1952,Graduation,Single,44213.0,1,1,29-11-2013,48,4,2,1,5,6,0,0,0,0,0,0,3,11,0,Store,8,MntWines,95
11086,1984,Basic,Single,25707.0,1,0,18-01-2014,18,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Store,4,MntWines,1
1921,1967,PhD,Married,59062.0,2,1,03-10-2013,74,2,2,0,3,4,0,0,0,0,0,0,3,11,0,Store,5,MntWines,46
4138,1962,Graduation,Single,76624.0,0,1,24-05-2014,68,1,5,10,7,1,1,0,0,0,0,0,3,11,0,Store,22,MntWines,411
7718,1947,Master,Together,66000.0,0,0,20-04-2014,36,1,1,3,5,1,0,0,0,0,0,0,3,11,0,Store,9,MntWines,244
1291,1978,PhD,Together,27683.0,1,0,04-08-2012,90,4,6,2,4,8,0,0,0,0,0,0,3,11,0,Store,12,MntWines,152
6862,1971,Graduation,Divorced,1730.0,0,0,18-05-2014,65,15,0,0,0,20,0,0,0,0,0,0,3,11,0,Other,0,MntWines,1
4136,1992,Basic,Single,7500.0,1,0,03-12-2012,63,4,3,2,2,9,0,0,0,0,0,0,3,11,0,Store,7,MntWines,10
803,1968,Graduation,Together,40521.0,1,1,05-04-2013,82,1,0,1,2,5,0,0,0,0,0,0,3,11,0,Store,3,MntWines,12
4298,1973,PhD,Together,20427.0,1,0,24-03-2014,63,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Store,3,MntWines,5
10833,1975,Graduation,Married,65106.0,0,1,24-05-2014,55,3,8,3,13,6,0,1,0,0,0,0,3,11,0,Store,24,MntWines,790
9606,1965,PhD,Married,69969.0,0,0,27-08-2013,64,1,4,2,6,3,0,0,1,1,0,0,3,11,1,Store,12,MntWines,882
8534,1952,Graduation,Married,67433.0,0,2,16-07-2013,51,4,6,5,13,4,0,1,0,0,0,0,3,11,0,Store,24,MntWines,615
5153,1967,PhD,Married,77766.0,0,1,22-02-2013,97,2,11,10,11,6,1,0,0,0,0,0,3,11,1,Store,32,MntWines,1004
961,1972,Graduation,Married,74716.0,0,1,12-09-2013,92,2,7,3,5,4,0,0,0,0,0,0,3,11,0,Store,15,MntWines,133
5011,1963,Graduation,Divorced,68118.0,0,1,18-10-2013,51,2,8,9,4,6,0,0,0,0,0,0,3,11,0,Store,21,MntWines,595
6653,1970,PhD,Married,55158.0,1,1,30-07-2012,72,4,7,2,5,7,0,0,0,0,0,0,3,11,1,Store,14,MntWines,293
9094,1955,2n Cycle,Married,62972.0,0,1,03-08-2012,39,2,7,4,3,6,0,0,0,0,0,0,3,11,1,Store,14,MntWines,313
810,1975,Graduation,Married,74190.0,0,1,12-05-2014,49,2,4,2,11,2,0,0,0,0,0,0,3,11,0,Store,17,MntWines,151
5493,1976,Graduation,Married,39356.0,1,1,19-03-2014,21,1,1,0,2,6,1,0,0,0,0,0,3,11,0,Store,3,MntWines,15
2147,1969,Graduation,Together,76653.0,0,0,16-08-2013,91,1,4,7,11,2,0,0,1,1,0,0,3,11,0,Store,22,MntWines,736
5107,1973,PhD,Divorced,35860.0,1,1,19-05-2014,37,2,1,1,2,5,1,0,0,0,0,0,3,11,0,Store,4,MntWines,15
3979,1983,PhD,Divorced,90687.0,0,0,22-05-2013,98,1,6,2,8,2,0,0,1,0,0,0,3,11,1,Store,16,MntWines,982
6049,1982,Master,Together,73450.0,0,0,05-12-2013,85,1,7,8,11,3,1,0,0,1,0,0,3,11,0,Store,26,MntWines,1142
8147,1960,Graduation,Married,31454.0,1,1,06-07-2013,40,3,2,0,3,8,0,0,0,0,0,0,3,11,0,Store,5,MntWines,28
1857,1952,Graduation,Single,47139.0,1,1,06-03-2014,2,2,2,1,2,7,0,0,0,0,0,0,3,11,1,Store,5,MntWines,46
3910,1975,Graduation,Divorced,83829.0,0,0,08-10-2013,78,0,4,7,6,1,1,0,1,1,0,0,3,11,1,Store,17,MntWines,897
5207,1963,PhD,Married,53378.0,1,1,24-09-2012,41,10,9,4,6,8,0,0,0,0,0,0,3,11,1,Store,19,MntWines,489
11114,1970,Graduation,Together,19656.0,1,0,08-02-2013,94,3,2,1,3,7,0,0,0,0,0,0,3,11,0,Store,6,MntWines,25
5429,1948,PhD,Married,45579.0,0,1,20-08-2013,10,1,4,1,4,6,0,0,0,0,0,0,3,11,0,Store,9,MntWines,145
9400,1958,2n Cycle,Single,85485.0,0,0,21-06-2014,73,1,6,6,6,2,0,0,0,0,0,0,3,11,0,Store,18,MntWines,630
1740,1944,Graduation,Married,55956.0,0,0,07-04-2014,22,2,7,3,4,4,0,1,0,0,0,0,3,11,0,Store,14,MntWines,760
7488,1963,Master,Single,64191.0,0,1,22-01-2013,30,3,5,3,13,3,0,0,0,0,0,0,3,11,0,Store,21,MntWines,420
195,1972,Graduation,Single,38808.0,1,0,26-08-2012,21,4,5,1,4,8,1,0,0,0,0,0,3,11,1,Store,10,MntWines,125
